Entrada,Capital,Apalancado,Riesgo USD,Riesgo %,Stop %
1,15.873015873015872,47.61904761904761,3.333333333333333,0.8333333333333334,7.000000000000001
2,47.61904761904761,142.85714285714283,10.0,2.5,7.000000000000001
3,31.746031746031743,95.23809523809523,6.666666666666666,1.6666666666666667,7.000000000000001
